,ds,mech,seed,method,metric,value
225,transfusion,MAR,929893137,PMM,MAE,0.564742317640472
226,transfusion,MAR,929893137,OT_PMM,RMSE,0.9994007713708319
227,transfusion,MAR,929893137,OT_PMM,MAE,0.5176692280324222
228,transfusion,MAR,942484272,PMM,RMSE,0.8786208054019545
229,transfusion,MAR,942484272,PMM,MAE,0.5022295120804838
230,transfusion,MAR,942484272,OT_PMM,RMSE,0.8700490670568222
231,transfusion,MAR,942484272,OT_PMM,MAE,0.5113773800683218
232,transfusion,MAR,952224740,PMM,RMSE,0.7789995019736086
233,transfusion,MAR,952224740,PMM,MAE,0.4202012298782153
234,transfusion,MAR,952224740,OT_PMM,RMSE,0.7930921174525454
235,transfusion,MAR,952224740,OT_PMM,MAE,0.4334514008843289
236,transfusion,MAR,967196436,PMM,RMSE,0.7503789970239235
237,transfusion,MAR,967196436,PMM,MAE,0.42093817127086997
238,transfusion,MAR,967196436,OT_PMM,RMSE,0.8305185138684116
239,transfusion,MAR,967196436,OT_PMM,MAE,0.4733745995527014
240,transfusion,MNAR_quant,1074497555,PMM,RMSE,1.0628477699620051
241,transfusion,MNAR_quant,1074497555,PMM,MAE,0.7724577691604343
242,transfusion,MNAR_quant,1074497555,OT_PMM,RMSE,0.9789644116720013
243,transfusion,MNAR_quant,1074497555,OT_PMM,MAE,0.6769714229264159
244,transfusion,MNAR_quant,1102145672,PMM,RMSE,1.2333285701148775
245,transfusion,MNAR_quant,1102145672,PMM,MAE,0.7774397177752911
246,transfusion,MNAR_quant,1102145672,OT_PMM,RMSE,1.1896004127310342
247,transfusion,MNAR_quant,1102145672,OT_PMM,MAE,0.7866562276791823
248,transfusion,MNAR_quant,1130604997,PMM,RMSE,0.23606958235270392
249,transfusion,MNAR_quant,1130604997,PMM,MAE,0.03985297295963631
250,transfusion,MNAR_quant,1130604997,OT_PMM,RMSE,0.1367950031388089
251,transfusion,MNAR_quant,1130604997,OT_PMM,MAE,0.019926486479818154
252,transfusion,MNAR_quant,1171300112,PMM,RMSE,1.1423197495635706
253,transfusion,MNAR_quant,1171300112,PMM,MAE,0.7385805544655971
254,transfusion,MNAR_quant,1171300112,OT_PMM,RMSE,1.2132145104885068
255,transfusion,MNAR_quant,1171300112,OT_PMM,MAE,0.7447353924194771
256,transfusion,MNAR_quant,1382689815,PMM,RMSE,1.1433820493809608
257,transfusion,MNAR_quant,1382689815,PMM,MAE,0.7026233432613509
258,transfusion,MNAR_quant,1382689815,OT_PMM,RMSE,1.1723212860326153
259,transfusion,MNAR_quant,1382689815,OT_PMM,MAE,0.7459951545737799
260,transfusion,MNAR_quant,1405681631,PMM,RMSE,1.0344816525667726
261,transfusion,MNAR_quant,1405681631,PMM,MAE,0.6443825435924653
262,transfusion,MNAR_quant,1405681631,OT_PMM,RMSE,1.1058387511471839
263,transfusion,MNAR_quant,1405681631,OT_PMM,MAE,0.6965135750590783
264,transfusion,MNAR_quant,1497586438,PMM,RMSE,0.9132068933215736
265,transfusion,MNAR_quant,1497586438,PMM,MAE,0.6179344857013539
266,transfusion,MNAR_quant,1497586438,OT_PMM,RMSE,0.9366320690266138
267,transfusion,MNAR_quant,1497586438,OT_PMM,MAE,0.620512517894588
268,transfusion,MNAR_quant,1540770719,PMM,RMSE,1.4168248422428396
269,transfusion,MNAR_quant,1540770719,PMM,MAE,0.847057283656469
270,transfusion,MNAR_quant,1540770719,OT_PMM,RMSE,1.2707083584842327
271,transfusion,MNAR_quant,1540770719,OT_PMM,MAE,0.7692494159069171
272,transfusion,MNAR_quant,1580016183,PMM,RMSE,1.270424343256438
273,transfusion,MNAR_quant,1580016183,PMM,MAE,0.7621646455192892
274,transfusion,MNAR_quant,1580016183,OT_PMM,RMSE,1.3095335207962309
275,transfusion,MNAR_quant,1580016183,OT_PMM,MAE,0.8151402150508991
276,transfusion,MNAR_quant,1634535062,PMM,RMSE,1.0746460339520565
277,transfusion,MNAR_quant,1634535062,PMM,MAE,0.6780353531717312
278,transfusion,MNAR_quant,1634535062,OT_PMM,RMSE,1.2074991965662478
279,transfusion,MNAR_quant,1634535062,OT_PMM,MAE,0.7143911361836203
280,transfusion,MNAR_quant,1662057957,PMM,RMSE,0.9105781769074688
281,transfusion,MNAR_quant,1662057957,PMM,MAE,0.6074710149575594
282,transfusion,MNAR_quant,1662057957,OT_PMM,RMSE,0.9270002997504037
283,transfusion,MNAR_quant,1662057957,OT_PMM,MAE,0.6292564307281179
284,transfusion,MNAR_quant,1678403330,PMM,RMSE,0.2007416371956418
285,transfusion,MNAR_quant,1678403330,PMM,MAE,0.03073861591505579
286,transfusion,MNAR_quant,1678403330,OT_PMM,RMSE,0.08195243021003779
287,transfusion,MNAR_quant,1678403330,OT_PMM,MAE,0.013063911763898711
288,transfusion,MNAR_quant,1688060240,PMM,RMSE,0.9850075416271629
289,transfusion,MNAR_quant,1688060240,PMM,MAE,0.6774212549968887
290,transfusion,MNAR_quant,1688060240,OT_PMM,RMSE,0.9865893125096925
291,transfusion,MNAR_quant,1688060240,OT_PMM,MAE,0.7036116572328529
292,transfusion,MNAR_quant,1766867109,PMM,RMSE,0.9399021248224128
293,transfusion,MNAR_quant,1766867109,PMM,MAE,0.6288663337515101
294,transfusion,MNAR_quant,1766867109,OT_PMM,RMSE,0.9051021143503308
295,transfusion,MNAR_quant,1766867109,OT_PMM,MAE,0.6231649164010884
296,transfusion,MNAR_quant,1803345590,PMM,RMSE,1.3374528261729732
297,transfusion,MNAR_quant,1803345590,PMM,MAE,0.8253577895784288
